Time Stamp (local standard time) yyyy-mm-ddThh:mm:ss,POA irradiance CMP22 pyranometer (W/m2),PV module back surface temperature (degC),Pmp uncertainty (%),Pmp (W),Voc (V),Isc (A),Vmp (V),Imp (A),Time Stamp,Hour,Cluster
2011-06-30T14:05:24,260.5,34.8,1.4,30.7467,203.3064,0.2395,153.8763,0.1998,2011-06-30 14:05:24,14,3
2011-06-30T14:10:24,281.1,33.7,1.3,33.3292,205.0853,0.2576,155.101,0.2149,2011-06-30 14:10:24,14,3
2011-06-30T14:15:24,240.1,32.0,1.4,28.3573,204.4424,0.2208,154.7329,0.1833,2011-06-30 14:15:24,14,3
2011-06-30T14:20:24,237.4,30.8,1.5,28.1443,205.5195,0.2177,155.6788,0.1808,2011-06-30 14:20:24,14,3
2011-06-30T14:25:24,277.9,31.3,1.3,33.1771,207.2414,0.2531,156.9351,0.2114,2011-06-30 14:25:24,14,3
2011-06-30T14:30:24,195.8,32.0,1.7,23.1296,201.5087,0.1803,153.2955,0.1509,2011-06-30 14:30:24,14,3
2011-06-30T14:35:24,172.1,31.5,2.0,20.4803,200.2179,0.1604,152.5276,0.1343,2011-06-30 14:35:24,14,3
2011-06-30T14:40:24,214.1,31.3,1.6,26.0631,203.7578,0.2002,155.0459,0.1681,2011-06-30 14:40:24,14,3
2011-06-30T14:45:24,180.4,31.6,1.9,21.781,200.9962,0.1691,153.3585,0.142,2011-06-30 14:45:24,14,3
2011-06-30T14:50:24,138.6,31.1,2.2,16.8224,197.7401,0.1325,151.3623,0.1111,2011-06-30 14:50:24,14,3
2011-06-30T14:55:24,67.5,29.8,4.6,7.6891,187.7225,0.0643,144.4443,0.0532,2011-06-30 14:55:24,14,0
2011-06-30T15:00:24,29.6,28.6,10.5,3.012,175.0405,0.0284,133.2863,0.0226,2011-06-30 15:00:24,15,0
2011-06-30T17:15:24,21.3,23.8,13.9,2.3546,175.4326,0.0226,131.3443,0.0179,2011-06-30 17:15:24,17,0
2011-06-30T17:20:24,22.3,23.8,12.3,2.4549,176.0976,0.0234,132.109,0.0186,2011-06-30 17:20:24,17,0
2011-06-30T17:25:24,22.4,23.8,13.7,2.4661,176.0814,0.0236,131.7998,0.0187,2011-06-30 17:25:24,17,0
2011-06-30T17:30:24,22.3,23.8,12.5,2.4337,175.8574,0.0234,131.7202,0.0185,2011-06-30 17:30:24,17,0
2011-06-30T17:35:24,21.7,23.8,13.8,2.3471,175.3315,0.0226,130.3695,0.018,2011-06-30 17:35:24,17,0
2011-06-30T17:40:24,21.8,23.9,12.8,2.3625,175.4754,0.0227,131.1328,0.018,2011-06-30 17:40:24,17,0
2011-06-30T17:45:24,22.2,23.9,13.8,2.3957,175.6211,0.0231,130.9864,0.0183,2011-06-30 17:45:24,17,0
2011-06-30T17:50:24,22.1,23.9,13.3,2.392,175.5436,0.023,130.9228,0.0183,2011-06-30 17:50:24,17,0
2011-06-30T17:55:24,21.9,23.9,13.0,2.3302,175.1449,0.0225,130.3213,0.0179,2011-06-30 17:55:24,17,0
2011-06-30T18:00:24,21.4,23.8,14.4,2.2372,174.6271,0.0217,130.1304,0.0172,2011-06-30 18:00:24,18,0
2011-06-30T18:05:24,20.2,23.8,14.4,2.0958,173.6746,0.0205,128.9562,0.0163,2011-06-30 18:05:24,18,0
2011-07-01T05:55:24,26.7,23.3,12.8,2.5354,177.365,0.0239,132.8117,0.0191,2011-07-01 05:55:24,5,0
2011-07-01T06:00:24,37.0,23.5,9.0,3.6089,182.5306,0.0327,137.4907,0.0262,2011-07-01 06:00:24,6,0
2011-07-01T06:05:24,55.7,23.6,7.5,4.8843,186.9456,0.0427,141.7734,0.0345,2011-07-01 06:05:24,6,0
2011-07-01T06:10:24,70.5,24.0,5.6,6.3486,190.3877,0.054,144.8247,0.0438,2011-07-01 06:10:24,6,2
2011-07-01T06:15:24,74.9,24.2,4.7,7.9536,193.2011,0.067,146.6072,0.0543,2011-07-01 06:15:24,6,2
2011-07-01T06:20:24,91.2,24.3,4.0,9.4894,195.4478,0.0791,148.2322,0.064,2011-07-01 06:20:24,6,2
2011-07-01T06:25:24,103.2,24.6,3.4,10.6543,196.867,0.0878,149.1413,0.0714,2011-07-01 06:25:24,6,2
2011-07-01T06:30:24,99.0,24.6,3.6,10.9084,197.034,0.0897,149.3019,0.0731,2011-07-01 06:30:24,6,2
2011-07-01T06:35:24,106.8,24.9,3.2,11.8062,198.0763,0.0964,150.1373,0.0786,2011-07-01 06:35:24,6,2
2011-07-01T06:40:24,110.8,24.8,3.0,12.1506,198.4238,0.0988,150.4134,0.0808,2011-07-01 06:40:24,6,2
2011-07-01T06:45:24,108.9,25.1,3.4,11.9623,198.024,0.0974,149.9404,0.0798,2011-07-01 06:45:24,6,2
2011-07-01T06:50:24,112.7,25.4,3.0,12.5874,198.4785,0.1018,150.5305,0.0836,2011-07-01 06:50:24,6,2
2011-07-01T06:55:24,121.6,25.4,2.8,13.6451,199.3826,0.1095,151.2508,0.0902,2011-07-01 06:55:24,6,2
2011-07-01T07:00:24,136.9,25.8,2.8,15.047,200.6072,0.1197,152.1782,0.0989,2011-07-01 07:00:24,7,2
2011-07-01T07:05:24,215.4,26.6,1.9,21.0376,204.8731,0.1661,156.0665,0.1348,2011-07-01 07:05:24,7,2
2011-07-01T07:10:24,192.9,27.4,2.0,19.7281,203.2524,0.1543,154.3209,0.1278,2011-07-01 07:10:24,7,2
2011-07-01T07:15:24,202.8,28.1,2.1,20.328,203.1263,0.1586,154.4822,0.1316,2011-07-01 07:15:24,7,2
2011-07-01T07:30:24,172.7,28.9,2.1,18.2933,201.0065,0.1404,154.3679,0.1185,2011-07-01 07:30:24,7,2
2011-07-01T07:35:24,204.3,29.4,2.0,21.5156,202.8607,0.1645,155.0364,0.1388,2011-07-01 07:35:24,7,2
2011-07-01T07:40:24,290.9,30.2,1.4,30.138,206.7863,0.2304,156.671,0.1924,2011-07-01 07:40:24,7,2
2011-07-01T07:45:24,351.4,31.8,1.2,36.2437,208.1118,0.2781,157.2481,0.2305,2011-07-01 07:45:24,7,2
2011-07-01T07:50:24,300.0,32.3,1.4,31.5419,205.5366,0.2421,155.6697,0.2026,2011-07-01 07:50:24,7,2
2011-07-01T07:55:24,299.3,32.4,1.2,31.7,205.6226,0.2433,155.5963,0.2037,2011-07-01 07:55:24,7,2
2011-07-01T08:00:24,237.2,32.2,1.7,25.3345,202.5422,0.1943,154.5575,0.1639,2011-07-01 08:00:24,8,2
2011-07-01T08:05:24,248.8,31.9,1.5,26.7289,203.5321,0.2045,155.0604,0.1724,2011-07-01 08:05:24,8,2
2011-07-01T08:10:24,281.7,31.8,1.4,30.5553,205.4949,0.2326,156.097,0.1957,2011-07-01 08:10:24,8,2
2011-07-01T08:15:24,317.4,32.4,1.3,34.4122,206.7066,0.2622,156.623,0.2197,2011-07-01 08:15:24,8,2
2011-07-01T08:20:24,338.9,32.7,1.1,36.9221,207.4216,0.2804,156.9594,0.2352,2011-07-01 08:20:24,8,2
2011-07-01T08:25:24,366.0,33.7,1.1,40.375,207.8463,0.3063,157.0823,0.257,2011-07-01 08:25:24,8,2
2011-07-01T08:30:24,377.6,33.9,1.1,41.1415,207.8463,0.3133,156.9216,0.2622,2011-07-01 08:30:24,8,2
2011-07-01T08:35:24,311.4,34.2,1.2,33.8621,205.0094,0.2578,155.7031,0.2175,2011-07-01 08:35:24,8,2
2011-07-01T08:40:24,359.9,34.4,1.1,39.3526,206.9589,0.299,156.6098,0.2513,2011-07-01 08:40:24,8,2
2011-07-01T08:45:24,411.5,35.5,1.0,45.3326,208.0189,0.3436,157.0511,0.2886,2011-07-01 08:45:24,8,2
2011-07-01T08:50:24,467.0,36.6,0.9,51.3648,208.7054,0.3918,156.956,0.3273,2011-07-01 08:50:24,8,2
2011-07-01T08:55:24,444.1,37.1,1.0,48.6091,207.6981,0.3713,156.3895,0.3108,2011-07-01 08:55:24,8,2
2011-07-01T09:00:24,374.0,36.2,1.1,41.2568,206.2424,0.313,156.0949,0.2643,2011-07-01 09:00:24,9,2
2011-07-01T09:05:24,528.1,36.3,0.8,58.8801,211.3793,0.4431,158.6911,0.371,2011-07-01 09:05:24,9,2
2011-07-01T09:10:24,550.8,39.1,0.8,61.0315,209.1719,0.4637,156.96,0.3888,2011-07-01 09:10:24,9,2
2011-07-01T09:15:24,297.1,37.4,1.3,31.9846,201.4287,0.2429,154.4452,0.2071,2011-07-01 09:15:24,9,2
2011-07-01T09:20:24,318.0,36.5,1.2,34.9606,203.6516,0.2633,155.7495,0.2245,2011-07-01 09:20:24,9,2
2011-07-01T09:25:24,384.3,37.8,1.1,42.5815,205.1489,0.3221,155.7157,0.2735,2011-07-01 09:25:24,9,2
2011-07-01T09:30:24,451.0,38.8,0.9,50.9001,206.9456,0.3842,156.288,0.3257,2011-07-01 09:30:24,9,2
2011-07-01T09:35:24,543.9,39.7,0.8,61.1258,209.0865,0.4628,156.9644,0.3894,2011-07-01 09:35:24,9,2
2011-07-01T09:40:24,686.0,44.2,0.7,75.7375,208.6106,0.5842,155.5461,0.4869,2011-07-01 09:40:24,9,1
2011-07-01T09:50:24,490.1,45.2,0.8,53.3171,202.2375,0.4161,152.0652,0.3506,2011-07-01 09:50:24,9,2
2011-07-01T09:55:24,746.7,48.5,0.6,82.5671,206.3938,0.6462,153.4039,0.5382,2011-07-01 09:55:24,9,1
2011-07-01T10:00:24,808.5,48.9,0.6,87.9014,206.5985,0.6889,153.3162,0.5733,2011-07-01 10:00:24,10,1
2011-07-01T10:10:24,855.9,53.4,0.6,92.1895,203.5397,0.7372,150.633,0.612,2011-07-01 10:10:24,10,1
2011-07-01T10:20:24,897.5,55.2,0.5,96.2303,202.6655,0.7741,149.6826,0.6429,2011-07-01 10:20:24,10,1
2011-07-01T10:25:24,812.1,54.1,0.6,87.3419,201.8103,0.7005,149.5039,0.5842,2011-07-01 10:25:24,10,1
2011-07-01T10:30:24,859.3,52.7,0.6,92.8092,203.7919,0.7381,150.8435,0.6153,2011-07-01 10:30:24,10,1
2011-07-01T10:40:24,853.4,53.2,0.6,91.7659,203.0618,0.7331,150.3136,0.6105,2011-07-01 10:40:24,10,1
2011-07-01T10:45:24,910.9,52.9,0.5,98.7823,204.8918,0.7842,151.4202,0.6524,2011-07-01 10:45:24,10,1
2011-07-01T10:50:24,873.7,53.1,0.5,94.4666,203.7199,0.7519,150.713,0.6268,2011-07-01 10:50:24,10,1
2011-07-01T10:55:24,948.2,54.4,0.5,102.4694,204.1959,0.8183,150.6528,0.6802,2011-07-01 10:55:24,10,1
2011-07-01T11:00:24,970.7,57.0,0.5,103.6339,202.1876,0.8391,148.9297,0.6959,2011-07-01 11:00:24,11,1
2011-07-01T11:05:24,978.0,57.5,0.5,104.3285,201.8102,0.846,148.6037,0.7021,2011-07-01 11:05:24,11,1
2011-07-01T11:10:24,994.7,55.0,0.5,107.4714,204.3722,0.8607,150.5466,0.7139,2011-07-01 11:10:24,11,1
2011-07-01T11:15:24,1024.3,54.7,0.5,111.2672,205.2844,0.8895,151.0719,0.7365,2011-07-01 11:15:24,11,1
2011-07-01T11:30:24,944.1,53.3,0.5,102.5098,204.8937,0.8185,151.2206,0.6779,2011-07-01 11:30:24,11,1
2011-07-01T11:45:24,1109.7,50.3,0.4,122.0754,209.8034,0.9604,154.1326,0.792,2011-07-01 11:45:24,11,1
2011-07-01T11:50:24,395.4,45.2,0.9,42.8786,199.1345,0.3386,150.2298,0.2854,2011-07-01 11:50:24,11,3
2011-07-01T12:05:24,184.6,38.8,1.4,20.3416,194.1272,0.1655,147.2201,0.1382,2011-07-01 12:05:24,12,3
2011-07-01T12:10:24,123.8,34.9,2.1,13.6266,192.1305,0.112,146.1465,0.0932,2011-07-01 12:10:24,12,3
2011-07-01T12:15:24,87.7,29.8,2.8,10.0987,191.8411,0.0835,146.0788,0.0691,2011-07-01 12:15:24,12,3
2011-07-01T12:20:24,63.4,28.5,4.0,7.1222,187.9018,0.0605,143.17,0.0497,2011-07-01 12:20:24,12,0
2011-07-01T12:25:24,46.1,27.4,5.8,4.8626,183.2176,0.0429,139.2426,0.0349,2011-07-01 12:25:24,12,0
2011-07-01T12:30:24,35.9,26.4,7.8,3.6532,180.2673,0.0331,137.5257,0.0266,2011-07-01 12:30:24,12,0
2011-07-01T12:35:24,28.9,26.4,9.4,3.0278,177.3176,0.0281,135.5663,0.0223,2011-07-01 12:35:24,12,0
2011-07-01T12:40:24,31.6,26.0,9.1,3.3709,179.4412,0.0306,138.1264,0.0244,2011-07-01 12:40:24,12,0
2011-07-01T12:45:24,31.7,25.6,9.3,3.3823,179.927,0.0306,139.0784,0.0243,2011-07-01 12:45:24,12,0
2011-07-01T12:50:24,28.8,25.0,10.5,3.0626,179.0742,0.028,138.4407,0.0221,2011-07-01 12:50:24,12,0
2011-07-01T12:55:24,29.2,24.3,10.0,3.1297,180.034,0.0285,139.1004,0.0225,2011-07-01 12:55:24,12,0
2011-07-01T13:00:24,24.2,24.0,13.1,2.4587,176.9256,0.0232,136.7039,0.018,2011-07-01 13:00:24,13,0
2011-07-01T13:55:24,20.7,24.3,14.9,2.1468,174.2815,0.0208,133.2453,0.0161,2011-07-01 13:55:24,13,0
2011-07-01T14:00:24,20.8,24.3,13.9,2.1443,174.2104,0.0207,133.2756,0.0161,2011-07-01 14:00:24,14,0
2011-07-01T14:10:24,21.1,24.3,14.7,2.1793,174.3892,0.0211,133.0598,0.0164,2011-07-01 14:10:24,14,0
2011-07-01T14:15:24,23.4,24.3,12.4,2.447,176.0528,0.0232,134.1799,0.0182,2011-07-01 14:15:24,14,0
2011-07-01T14:20:24,25.5,24.4,12.3,2.7159,177.3726,0.0255,135.1606,0.0201,2011-07-01 14:20:24,14,0
2011-07-01T14:25:24,28.8,24.5,10.2,3.1054,179.1783,0.0286,136.5048,0.0227,2011-07-01 14:25:24,14,0
2011-07-01T14:30:24,31.8,24.6,9.8,3.4928,180.7799,0.0318,137.5315,0.0254,2011-07-01 14:30:24,14,0
2011-07-01T14:35:24,33.7,24.8,9.3,3.7709,181.7841,0.0339,138.4971,0.0272,2011-07-01 14:35:24,14,0
2011-07-01T14:40:24,33.6,24.9,9.0,3.7624,181.6707,0.0339,138.3853,0.0272,2011-07-01 14:40:24,14,0
2011-07-01T14:45:24,33.5,25.0,8.7,3.7509,181.5578,0.0338,138.0402,0.0272,2011-07-01 14:45:24,14,0
2011-07-01T14:50:24,35.5,24.9,8.8,3.938,182.3187,0.0353,138.6745,0.0284,2011-07-01 14:50:24,14,0
2011-07-01T14:55:24,39.8,24.9,7.3,4.4488,184.0431,0.0394,139.5679,0.0319,2011-07-01 14:55:24,14,0
2011-07-01T15:00:24,45.0,25.0,7.1,5.0488,185.7958,0.0443,141.0567,0.0358,2011-07-01 15:00:24,15,0
2011-07-01T15:05:24,48.5,25.2,6.5,5.5154,186.9554,0.048,141.8747,0.0389,2011-07-01 15:05:24,15,0
2011-07-01T15:10:24,50.2,25.4,6.2,5.7585,187.3786,0.0499,142.2854,0.0405,2011-07-01 15:10:24,15,0
2011-07-01T15:15:24,51.7,25.5,5.7,5.9471,187.6757,0.0515,142.7352,0.0417,2011-07-01 15:15:24,15,0
2011-07-01T15:20:24,55.9,25.6,5.5,6.4978,188.8836,0.0559,143.683,0.0452,2011-07-01 15:20:24,15,0
2011-07-01T15:25:24,61.9,25.8,5.1,7.1798,190.0901,0.0615,144.426,0.0497,2011-07-01 15:25:24,15,0
2011-07-01T15:30:24,67.7,26.0,4.8,7.7341,190.9958,0.0659,144.8924,0.0534,2011-07-01 15:30:24,15,3
2011-07-01T15:35:24,71.2,26.2,4.5,8.035,191.4909,0.0678,145.173,0.0553,2011-07-01 15:35:24,15,3
2011-07-01T15:40:24,71.9,26.3,4.2,8.1481,191.6131,0.0687,145.2396,0.0561,2011-07-01 15:40:24,15,3
2011-07-01T15:45:24,74.5,26.4,4.3,8.6222,192.302,0.0723,145.8264,0.0591,2011-07-01 15:45:24,15,3
2011-07-01T15:50:24,83.2,26.7,3.8,9.8092,193.8585,0.0814,147.0202,0.0667,2011-07-01 15:50:24,15,3
2011-07-01T15:55:24,91.8,27.1,3.4,11.0033,195.1428,0.0907,148.0488,0.0743,2011-07-01 15:55:24,15,3
2011-07-01T16:00:24,95.3,27.5,3.3,11.4473,195.4559,0.094,148.1909,0.0772,2011-07-01 16:00:24,16,3
2011-07-01T16:05:24,90.5,27.4,3.5,10.7533,194.5382,0.0888,147.5934,0.0729,2011-07-01 16:05:24,16,3
2011-07-01T16:10:24,79.1,27.4,4.0,9.2895,192.5139,0.0777,145.9388,0.0637,2011-07-01 16:10:24,16,3
2011-07-01T16:15:24,66.8,27.3,4.7,7.6683,189.7912,0.0654,143.6088,0.0534,2011-07-01 16:15:24,16,3
2011-07-01T16:20:24,55.4,27.1,5.6,6.2308,187.0264,0.0542,141.4389,0.0441,2011-07-01 16:20:24,16,0
2011-07-01T16:25:24,47.5,26.7,6.1,5.2276,184.7511,0.0463,139.4712,0.0375,2011-07-01 16:25:24,16,0
2011-07-01T16:30:24,45.4,26.4,6.9,4.9525,184.2359,0.0441,138.988,0.0356,2011-07-01 16:30:24,16,0
2011-07-01T16:35:24,46.8,26.2,6.7,5.1144,184.831,0.0454,139.4438,0.0367,2011-07-01 16:35:24,16,0
2011-07-01T16:40:24,50.8,26.2,6.2,5.6082,186.241,0.0493,140.5013,0.0399,2011-07-01 16:40:24,16,0
2011-07-01T16:45:24,57.1,26.4,5.6,6.3365,187.9093,0.0549,141.8731,0.0447,2011-07-01 16:45:24,16,0
2011-07-01T16:50:24,67.0,26.6,4.9,7.4247,190.0413,0.0636,143.5774,0.0517,2011-07-01 16:50:24,16,3
2011-07-01T16:55:24,80.2,27.0,4.0,9.0364,192.5241,0.076,145.5589,0.0621,2011-07-01 16:55:24,16,3
2011-07-01T17:00:24,92.0,27.6,3.4,10.3964,194.0404,0.0865,147.0098,0.0707,2011-07-01 17:00:24,17,3
2011-07-01T17:05:24,104.3,28.0,3.2,11.7806,195.4626,0.0972,148.0174,0.0796,2011-07-01 17:05:24,17,3
2011-07-01T17:10:24,116.0,28.3,2.9,13.1237,196.6851,0.1075,149.0084,0.0881,2011-07-01 17:10:24,17,3
2011-07-01T17:15:24,112.7,28.8,2.9,12.6902,195.8412,0.1043,148.4025,0.0855,2011-07-01 17:15:24,17,3
2011-07-01T17:20:24,100.7,28.9,3.2,11.1696,193.8746,0.0929,146.8454,0.0761,2011-07-01 17:20:24,17,3
2011-07-01T17:25:24,93.3,28.8,3.5,10.2789,192.7814,0.0861,146.004,0.0704,2011-07-01 17:25:24,17,3
2011-07-01T17:30:24,86.6,28.5,3.8,9.517,191.8972,0.0802,145.3792,0.0655,2011-07-01 17:30:24,17,3
2011-07-01T17:35:24,72.9,28.5,4.5,7.8894,189.1993,0.0677,143.0376,0.0552,2011-07-01 17:35:24,17,3
2011-07-01T17:40:24,56.0,27.9,5.7,5.9342,185.5457,0.0523,139.9786,0.0424,2011-07-01 17:40:24,17,0
2011-07-01T17:45:24,55.3,27.3,6.0,5.7734,185.7017,0.0509,140.0663,0.0412,2011-07-01 17:45:24,17,0
2011-07-01T17:50:24,60.8,27.2,5.5,6.4205,187.4617,0.0559,141.4096,0.0454,2011-07-01 17:50:24,17,0
2011-07-01T17:55:24,62.5,27.0,5.4,6.6191,187.99,0.0574,142.0304,0.0466,2011-07-01 17:55:24,17,0
2011-07-01T18:00:24,66.2,27.0,5.2,6.9757,188.7763,0.0602,142.588,0.0489,2011-07-01 18:00:24,18,3
2011-07-01T18:05:24,67.3,26.9,5.1,7.0644,189.0163,0.0609,142.6762,0.0495,2011-07-01 18:05:24,18,3
2011-07-01T18:10:24,64.0,26.8,5.2,6.6724,188.2681,0.0578,142.1475,0.0469,2011-07-01 18:10:24,18,3
2011-07-01T18:15:24,57.9,26.8,5.5,5.9589,186.6227,0.0523,140.9076,0.0423,2011-07-01 18:15:24,18,0
2011-07-01T18:20:24,50.7,26.7,6.7,5.1833,184.687,0.0462,139.0769,0.0373,2011-07-01 18:20:24,18,0
2011-07-01T18:25:24,42.1,26.6,7.8,4.2546,181.8814,0.0387,136.7404,0.0311,2011-07-01 18:25:24,18,0
2011-07-01T18:30:24,34.2,26.4,9.5,3.389,178.6974,0.0317,133.9531,0.0253,2011-07-01 18:30:24,18,0
2011-07-01T18:35:24,27.6,26.1,11.7,2.6357,175.1417,0.0253,130.4082,0.0202,2011-07-01 18:35:24,18,0
2011-07-01T18:40:24,22.0,25.9,14.8,2.049,171.5148,0.0204,127.2972,0.0161,2011-07-01 18:40:24,18,0
2011-07-02T05:50:25,20.1,21.4,18.4,1.6286,171.8761,0.0163,127.5274,0.0128,2011-07-02 05:50:25,5,0
2011-07-02T05:55:24,22.1,21.3,14.6,2.0687,175.7559,0.0199,132.2461,0.0156,2011-07-02 05:55:24,5,0
2011-07-02T06:00:24,28.8,21.6,13.1,2.6579,179.4524,0.0246,135.9613,0.0195,2011-07-02 06:00:24,6,0
2011-07-02T06:05:24,40.8,22.0,9.6,3.4284,182.9904,0.0307,139.2915,0.0246,2011-07-02 06:05:24,6,0
2011-07-02T06:10:24,58.5,22.2,8.8,3.9923,184.8288,0.0351,140.5735,0.0284,2011-07-02 06:10:24,6,0
2011-07-02T06:15:24,48.7,22.6,8.7,3.9187,184.6249,0.0343,142.076,0.0276,2011-07-02 06:15:24,6,0
2011-07-02T06:20:24,41.5,22.6,8.9,3.9097,184.8765,0.034,144.1356,0.0271,2011-07-02 06:20:24,6,0
2011-07-02T06:25:24,52.4,22.8,7.6,4.6416,187.3219,0.0393,146.6693,0.0316,2011-07-02 06:25:24,6,2
2011-07-02T06:30:24,79.5,23.0,6.1,5.798,190.0782,0.0478,148.4915,0.039,2011-07-02 06:30:24,6,2
2011-07-02T06:35:24,81.9,23.3,6.2,6.0363,190.5317,0.0496,149.4553,0.0404,2011-07-02 06:35:24,6,2
2011-07-02T06:40:24,93.3,23.6,5.3,6.7629,191.923,0.055,150.9874,0.0448,2011-07-02 06:40:24,6,2
2011-07-02T06:45:24,117.1,24.0,4.8,7.8391,193.7574,0.0641,152.5116,0.0514,2011-07-02 06:45:24,6,2
2011-07-02T06:50:24,120.0,24.4,4.2,8.6481,194.928,0.07,153.3548,0.0564,2011-07-02 06:50:24,6,2
2011-07-02T06:55:24,168.5,24.8,3.3,11.2736,198.4406,0.0931,151.4346,0.0744,2011-07-02 06:55:24,6,2
2011-07-02T07:00:24,182.1,25.4,3.1,12.5285,199.577,0.1038,151.6115,0.0826,2011-07-02 07:00:24,7,2
2011-07-02T07:05:24,189.8,26.1,2.8,13.9109,200.1674,0.1126,153.4104,0.0907,2011-07-02 07:05:24,7,2
2011-07-02T07:10:24,229.3,26.7,2.2,17.1948,202.5599,0.1387,154.9041,0.111,2011-07-02 07:10:24,7,2
2011-07-02T07:15:24,175.7,27.5,2.7,14.7978,199.6206,0.1156,154.96,0.0955,2011-07-02 07:15:24,7,2
2011-07-02T07:20:24,199.5,27.6,2.4,17.085,201.5075,0.1323,155.6479,0.1098,2011-07-02 07:20:24,7,2
2011-07-02T07:25:24,209.3,28.5,2.3,18.1,201.5493,0.1401,155.6273,0.1163,2011-07-02 07:25:24,7,2
2011-07-02T07:30:24,266.0,29.3,1.8,22.8973,204.0689,0.1776,156.4409,0.1464,2011-07-02 07:30:24,7,2
2011-07-02T07:35:24,257.9,30.1,1.8,22.6951,203.1358,0.1755,155.3246,0.1461,2011-07-02 07:35:24,7,2
2011-07-02T07:40:24,257.0,30.3,1.7,22.9991,202.9879,0.177,154.9324,0.1484,2011-07-02 07:40:24,7,2
2011-07-02T07:45:24,253.4,30.6,1.8,23.3106,202.8286,0.1782,155.051,0.1503,2011-07-02 07:45:24,7,2
2011-07-02T07:50:24,342.6,32.1,1.3,31.5403,205.8993,0.2421,155.9702,0.2022,2011-07-02 07:50:24,7,2
2011-07-02T07:55:24,328.8,33.7,1.3,31.0145,204.3836,0.2393,154.833,0.2003,2011-07-02 07:55:24,7,2
2011-07-02T08:00:24,319.6,34.3,1.3,31.0852,204.0176,0.2388,154.8037,0.2008,2011-07-02 08:00:24,8,2
2011-07-02T08:05:24,402.1,35.5,1.1,39.7212,206.4374,0.3062,155.7322,0.2551,2011-07-02 08:05:24,8,2
2011-07-02T08:10:24,404.4,36.5,1.0,40.6526,205.7717,0.3145,155.1473,0.262,2011-07-02 08:10:24,8,2
2011-07-02T08:15:24,411.5,37.6,1.0,42.2,205.5024,0.3266,154.8674,0.2725,2011-07-02 08:15:24,8,2
2011-07-02T08:20:24,394.6,37.8,1.0,41.2135,204.8748,0.3188,154.543,0.2667,2011-07-02 08:20:24,8,2
2011-07-02T08:25:24,424.2,38.4,1.0,44.7294,205.5461,0.3458,154.7927,0.289,2011-07-02 08:25:24,8,2
2011-07-02T08:30:24,447.9,39.8,0.9,47.3692,205.3488,0.3678,154.4847,0.3066,2011-07-02 08:30:24,8,2
2011-07-02T08:35:24,472.1,38.6,0.9,50.3407,206.8337,0.3892,155.4366,0.3239,2011-07-02 08:35:24,8,2
2011-07-02T08:40:24,358.7,37.5,1.1,38.3371,203.809,0.2949,154.4264,0.2483,2011-07-02 08:40:24,8,2
2011-07-02T08:45:24,542.6,38.4,0.8,58.9017,209.462,0.4505,157.0292,0.3751,2011-07-02 08:45:24,8,2
2011-07-02T08:50:24,553.5,40.6,0.8,59.908,207.9962,0.4615,155.8377,0.3844,2011-07-02 08:50:24,8,2
2011-07-02T08:55:24,566.3,40.8,0.8,61.6144,208.1251,0.4745,155.8583,0.3953,2011-07-02 08:55:24,8,2
2011-07-02T09:00:24,569.5,39.9,0.7,62.2815,208.8609,0.4779,156.3729,0.3983,2011-07-02 09:00:24,9,1
2011-07-02T09:05:24,578.2,41.5,0.7,63.0154,207.6871,0.4872,155.4415,0.4054,2011-07-02 09:05:24,9,1
2011-07-02T09:20:24,662.2,43.6,0.6,72.4482,208.0511,0.5609,155.2748,0.4666,2011-07-02 09:20:24,9,1
2011-07-02T09:25:24,605.7,43.5,0.7,66.3514,206.7958,0.5137,154.6439,0.4291,2011-07-02 09:25:24,9,1
2011-07-02T09:30:24,690.2,44.6,0.7,75.6428,207.981,0.5865,155.0557,0.4878,2011-07-02 09:30:24,9,1
2011-07-02T09:35:24,684.8,45.8,0.7,74.8147,206.9494,0.5826,154.2714,0.485,2011-07-02 09:35:24,9,1
2011-07-02T09:40:24,639.6,44.9,0.7,70.2742,206.5928,0.5452,154.3423,0.4553,2011-07-02 09:40:24,9,1
2011-07-02T09:45:24,746.4,45.2,0.6,81.7098,208.5935,0.6342,155.1639,0.5266,2011-07-02 09:45:24,9,1
2011-07-02T10:05:24,844.1,47.5,0.6,92.3418,208.0967,0.7212,154.2629,0.5986,2011-07-02 10:05:24,10,1
2011-07-02T10:15:24,876.3,49.2,0.5,95.9701,207.5998,0.7521,153.6796,0.6245,2011-07-02 10:15:24,10,1
2011-07-02T10:50:24,893.7,51.5,0.5,97.8399,206.1396,0.7731,152.4283,0.6419,2011-07-02 10:50:24,10,1
2011-07-02T10:55:24,827.8,53.6,0.5,89.6939,203.1377,0.7164,150.4776,0.5961,2011-07-02 10:55:24,10,1
2011-07-02T11:00:24,747.4,50.7,0.6,81.1195,203.6459,0.6442,151.3201,0.5361,2011-07-02 11:00:24,11,1
2011-07-02T11:15:24,385.1,44.1,0.9,42.0662,200.1187,0.331,151.0238,0.2785,2011-07-02 11:15:24,11,2
2011-07-02T11:20:24,770.5,46.4,0.6,85.4732,208.3015,0.666,154.7493,0.5523,2011-07-02 11:20:24,11,1
2011-07-02T11:45:24,103.9,43.1,2.8,10.4829,180.6786,0.0937,136.3422,0.0769,2011-07-02 11:45:24,11,0
